full_text,case_folding,preprocessing,final_label,label,confidence
Sindiran Menohok Menkeu Purbaya ke Pertamina Sebut Kerja Malasan-Malasan karena Gagal Bangun Kilang #menkeu #purbayayudhisadewa #pertamina https://t.co/Wq3qgRYewj,sindiran menohok menkeu purbaya ke pertamina sebut kerja malasan-malasan karena gagal bangun kilang #menkeu #purbayayudhisadewa #pertamina https://t.co/wq3qgryewj,sindir tohok menkeu purbaya pertamina kerja malas malas gagal bangun kilang menkeu purbayayudhisadewa pertamina,positive,,0.4934254407847672
Ketika ada investor China ingin membangun kilang di Indonesia Pertamina keberatan beralasan over capacity. https://t.co/CaIeum5rX1,ketika ada investor china ingin membangun kilang di indonesia pertamina keberatan beralasan over capacity. https://t.co/caieum5rx1,investor china bangun kilang indonesia pertamina berat alas over capacity,positive,,0.37922753418396926
tauga yg bikin muka gw tidak jadi kilang minyak lagi kalo siang2 ternyata sunscreen anessa!!!! sekali lagi sunscreen anessa!!! sunscreen lainnya bikin kilang minyak!!!! ada harga ada kualitas!!!!,tauga yg bikin muka gw tidak jadi kilang minyak lagi kalo siang2 ternyata sunscreen anessa!!!! sekali lagi sunscreen anessa!!! sunscreen lainnya bikin kilang minyak!!!! ada harga ada kualitas!!!!,tauga bikin muka kilang minyak siang sunscreen anessa sunscreen anessa sunscreen bikin kilang minyak harga kualitas,negative,,0.6129852462364009
Notis Pemberitahuan Jenis kerja : Reconstruction Lokasi: FT091 Jalan Kota Tinggi - Kluang Daerah/Negeri: Kota Tinggi Johor Landmark: selepas kilang Ayamas #seliahebahan #seliaaduan https://t.co/wvnEd5u2Nd,notis pemberitahuan jenis kerja : reconstruction lokasi: ft091 jalan kota tinggi - kluang daerah/negeri: kota tinggi johor landmark: selepas kilang ayamas #seliahebahan #seliaaduan https://t.co/wvned5u2nd,not pemberitahuan jenis kerja reconstruction lokasi ft jalan kota kluang daerah negeri kota johor landmark lepas kilang ayamas seliahebahan seliaaduan,positive,,0.4085758279770596
Kalau bikin kilang sendiri gk bisa korupsi pak..pahamlah.. https://t.co/7b136De0xJ,kalau bikin kilang sendiri gk bisa korupsi pak..pahamlah.. https://t.co/7b136de0xj,bikin kilang korupsi paham,negative,,0.6347810760914736
Purbaya Kesal RI Impor Minyak Terus dari Singapura https://t.co/hbiCFA1Djf,purbaya kesal ri impor minyak terus dari singapura https://t.co/hbicfa1djf,purbaya kesal ri impor minyak singapura,negative,,0.49577439866540185
PT Kilang Pertamina Internasional menyelesaikan pembangunan empat unit tangki baru. https://t.co/ntDX9rcXcW,pt kilang pertamina internasional menyelesaikan pembangunan empat unit tangki baru. https://t.co/ntdx9rcxcw,pt kilang pertamina internasional selesai bangun unit tangki,positive,,0.5887497160061234
Pertamina Operasikan 4 Tangki Baru di Kilang Balongan https://t.co/iC0QlH0WLt,pertamina operasikan 4 tangki baru di kilang balongan https://t.co/ic0qlh0wlt,pertamina operasi tangki kilang balong,positive,,0.5415321157513445
@penempaan @SEdit2321840 @LembagaKERIS supply chain di indo itu tidak reliable dan tidak sustain. alias acak kadut meski ga semua ya Contoh nyata : Di Korea kliang minyaknya liat tuh 1 kilang di ulsan aja 1 jtan barel/hari udh setara dgn semua kilang di indo belom lagi kilang yeosu dan onsan Mau jd apa kita ini?,@penempaan @sedit2321840 @lembagakeris supply chain di indo itu tidak reliable dan tidak sustain. alias acak kadut meski ga semua ya contoh nyata : di korea kliang minyaknya liat tuh 1 kilang di ulsan aja 1 jtan barel/hari udh setara dgn semua kilang di indo belom lagi kilang yeosu dan onsan mau jd apa kita ini?,supply chain indo reliable sustain alias acak kadut contoh nyata korea kliang minyak liat tuh kilang ulsan aja jtan barel tara kilang indo bom kilang yeosu ons,negative,,0.5410858113839174
tapi masalahnya pulak kalau kilang tutup api. kita pun takde api,tapi masalahnya pulak kalau kilang tutup api. kita pun takde api,pulak kilang tutup api takde api,negative,,0.37784475209257573
@tanyakanrl Buat aku yg pejuang jerawat ini bagus banget bentuknya gel ringan ngelembapin tp gk bikin kilang minyak udah gt bonusnya jd jarang jerawatan lg kulit lebih sehat buat km yg mendang mending pliese cobain aja dl https://t.co/zWPhCjbeRW,@tanyakanrl buat aku yg pejuang jerawat ini bagus banget bentuknya gel ringan ngelembapin tp gk bikin kilang minyak udah gt bonusnya jd jarang jerawatan lg kulit lebih sehat buat km yg mendang mending pliese cobain aja dl https://t.co/zwphcjberw,juang jerawat bagus banget bentuk gel ringan ngelembapin bikin kilang minyak gt bonus jarang jerawat lg kulit sehat km dang mending pliese cobain aja dl,negative,,0.5648678342574401
@JustELF6 Dia lain tau klu dengan fans memang nmpk nyomei2 cakap english terabur gitu. Dgn american yg lain dia tk heran pun. Tengok kisah kilang Hyundai tu jelah macam PATI je dia layan.,@justelf6 dia lain tau klu dengan fans memang nmpk nyomei2 cakap english terabur gitu. dgn american yg lain dia tk heran pun. tengok kisah kilang hyundai tu jelah macam pati je dia layan.,tau fans nmpk nyomei cakap english abur gitu american tk heran tengok kisah kilang hyundai tu jelah pati je layan,positive,,0.4365724729975137
@lyannarosli Cehh awal lah nak tutup kilang!,@lyannarosli cehh awal lah nak tutup kilang!,cehh nak tutup kilang,negative,,0.4161250040927508
@tanyakanrl FFY yang ungu. Btw kulit ku kombinasi sejak pakai itu kilang minyak jdi terkontrol dan engga jerawatan lagi.,@tanyakanrl ffy yang ungu. btw kulit ku kombinasi sejak pakai itu kilang minyak jdi terkontrol dan engga jerawatan lagi.,ffy ungu btw kulit ku kombinasi pakai kilang minyak jdi kontrol engga jerawat,negative,,0.42699441545730643
@zulzarriq @_fabulistjiwa Hanya 3% shj yg pasang speed limiter slps Loke umum. Ah Long Tonto sindiket x takut dgn polis. Pemilik k'deraan berat dah x peduli dgn arahan JPJ. Penyeludup/pembuat rolok/arak haram dah tak takut dgn Kastam. Pemilik kilang haram &amp; operasi haram di rumah x takut dgn PBT. ... 2.,@zulzarriq @_fabulistjiwa hanya 3% shj yg pasang speed limiter slps loke umum. ah long tonto sindiket x takut dgn polis. pemilik k'deraan berat dah x peduli dgn arahan jpj. penyeludup/pembuat rolok/arak haram dah tak takut dgn kastam. pemilik kilang haram &amp; operasi haram di rumah x takut dgn pbt. ... 2.,shj pasang speed limiter slps loke ah long tonto sindiket x takut polis milik k dera berat x peduli arah jpj seludup buat rolok arak haram takut kastam milik kilang haram amp operasi haram rumah x takut pbt,positive,,0.40776169798606515
@QianRenXin Hahahah kita tutup kilang dah pencen pencen!!!,@qianrenxin hahahah kita tutup kilang dah pencen pencen!!!,hahahah tutup kilang pencen pencen,negative,,0.3950232793042123
Dahhhhh 3 bulan lebih...... 9 tersangka perkara dugaan korupsi tata kelola minyak mentah dan produk kilang pada PT Pertamina tak kunjung disidangkan Ada Apa Dengan muhhhh Pak Jagung???? https://t.co/SlM9QjT9L6,dahhhhh 3 bulan lebih...... 9 tersangka perkara dugaan korupsi tata kelola minyak mentah dan produk kilang pada pt pertamina tak kunjung disidangkan ada apa dengan muhhhh pak jagung???? https://t.co/slm9qjt9l6,sangka perkara duga korupsi tata kelola minyak mentah produk kilang pt pertamina kunjung sidang muh jagung,neutral,,0.37972781813765577
MYHARIAN MEMETIK SUMBER BERITA SINAR HARIAN. KUANTAN- Suruhanjaya Pencegahan Rasuah Malaysia (SPRM) Pahang menahan lima peneroka haram termasuk seorang pekerja kilang durian kerana disyaki mengusahakan kebun tanaman durian serta terlibat dalam amalan pengubahan wang haram.. https://t.co/tjJeWG9AB4,myharian memetik sumber berita sinar harian. kuantan- suruhanjaya pencegahan rasuah malaysia (sprm) pahang menahan lima peneroka haram termasuk seorang pekerja kilang durian kerana disyaki mengusahakan kebun tanaman durian serta terlibat dalam amalan pengubahan wang haram.. https://t.co/tjjewg9ab4,myharian petik sumber berita sinar hari antan suruhanjaya cegah rasuah malaysia sprm pahang tahan teroka haram kerja kilang durian rana syak usaha kebun tanam durian libat amal ubah wang haram,positive,,0.4172459069071665
Kilang Pertamina Sungai Pakning Salurkan Bantuan untuk Korban Kebakaran di Dusun Bukit Batu Laut https://t.co/CMOJdrCIMO https://t.co/cCA2hbYtmK,kilang pertamina sungai pakning salurkan bantuan untuk korban kebakaran di dusun bukit batu laut https://t.co/cmojdrcimo https://t.co/cca2hbytmk,kilang pertamina sungai pakning salur bantu korban bakar dusun bukit batu laut,positive,,0.5431099507397219
@thejurgenholic nunez digeser jadi pekerja kilang,@thejurgenholic nunez digeser jadi pekerja kilang,nunez geser kerja kilang,negative,,0.5015192376092688
kilang buat palat apa short 800 lebih gaji ni,kilang buat palat apa short 800 lebih gaji ni,kilang palat short gaji ni,negative,,0.514481612814361
untuk oily skin juga bisa pake asal di night skincare hihi bangun-bangun ga bikin kilang minyak ,untuk oily skin juga bisa pake asal di night skincare hihi bangun-bangun ga bikin kilang minyak ,oily skin pake night skincare bangun bangun bikin kilang minyak,negative,,0.47320631534837077
Kilang Pertamina Operasikan 4 Tanki Baru di Balongan https://t.co/irK9WEpYLR,kilang pertamina operasikan 4 tanki baru di balongan https://t.co/irk9wepylr,kilang pertamina operasi tank balong,positive,,0.6232382153570486
@mkini_bm Bantuan diberi utk pljar smbg blajar..tp adekah bantuan diberi pd ibu bape yg sakit?.korg tau ckp..tp solusinye ape??..ke skdr mdl politik?. Pljar2 lpsn uni pon ade yg keje ckup mkn..tp pnjmn ttp kene byr..dpt lak ajen ktp htng yg psycho..sbb tu ade yg lg snggup keje kilang je..,@mkini_bm bantuan diberi utk pljar smbg blajar..tp adekah bantuan diberi pd ibu bape yg sakit?.korg tau ckp..tp solusinye ape??..ke skdr mdl politik?. pljar2 lpsn uni pon ade yg keje ckup mkn..tp pnjmn ttp kene byr..dpt lak ajen ktp htng yg psycho..sbb tu ade yg lg snggup keje kilang je..,bantu pljar smbg blajar adekah bantu pd bape sakit korg tau ckp solusinye ape skdr mdl politik pljar lpsn uni pon ade keje ckup mkn pnjmn ttp kene byr dpt lak ajen ktp htng psycho sbb tu ade lg snggup keje kilang je,positive,,0.4057130209049836
Susulan kes seorang pelajar cemerlang yang terpaksa berhenti belajar dan bekerja di kilang akibat kemiskinan timbul gesaan agar kerajaan mewujudkan pangkalan data kebangsaan untuk memantau status sosioekonomi pelajar di sekolah dan universiti. https://t.co/NssnjusV5t,susulan kes seorang pelajar cemerlang yang terpaksa berhenti belajar dan bekerja di kilang akibat kemiskinan timbul gesaan agar kerajaan mewujudkan pangkalan data kebangsaan untuk memantau status sosioekonomi pelajar di sekolah dan universiti. https://t.co/nssnjusv5t,susul kes ajar cemerlang paksa henti ajar kilang akibat miskin timbul gesa raja wujud pangkal data bangsa pantau status sosioekonomi ajar sekolah universiti,positive,,0.4527169424385243
@theluckiestboy @ARSIPAJA Malaysia punya kilang minyak gak ya om ?,@theluckiestboy @arsipaja malaysia punya kilang minyak gak ya om ?,malaysia kilang minyak om,negative,,0.5407022656216933
29/9/2025 - 2ptg Pengujian 2 unit Transformer 750kVA bagi Kompleks C. Lokasi: Kilang SGB MY Nilai N9. https://t.co/NNY0IxLe18,29/9/2025 - 2ptg pengujian 2 unit transformer 750kva bagi kompleks c. lokasi: kilang sgb my nilai n9. https://t.co/nny0ixle18,ptg uji unit transformer kva kompleks c lokasi kilang sgb my nilai n,positive,,0.5155654251017402
BAZMA Kilang Pertamina Dumai Ukir Senyum Anak-anak Yatim dan Dhuafa Lewat 100 Sepatu https://t.co/IWpfjyFpgZ https://t.co/Xrg5YK7L2I,bazma kilang pertamina dumai ukir senyum anak-anak yatim dan dhuafa lewat 100 sepatu https://t.co/iwpfjyfpgz https://t.co/xrg5yk7l2i,bazma kilang pertamina dumai ukir senyum anak anak yatim dhuafa sepatu,positive,,0.567287532518172
@JatIkhwan Betul tonton suku sahaja di netflix terus off. Kenapa dah ada banyak sangat cerita kilang berhantu yang dahagakan korban manusia,@jatikhwan betul tonton suku sahaja di netflix terus off. kenapa dah ada banyak sangat cerita kilang berhantu yang dahagakan korban manusia,tonton suku sahaja netflix off cerita kilang hantu dahaga korban manusia,negative,,0.41357429202679813
@theluckiestboy @ARSIPAJA Nemu keterangan ini juga soalnya jadi keliatan kalau memang penurunan permintaan dari hilir menjadi pemicu juga (tampaknya biaya operasional kilang ini sifatnya lebih tetap daripada dinamis ya) https://t.co/dPQYbQcIjt,@theluckiestboy @arsipaja nemu keterangan ini juga soalnya jadi keliatan kalau memang penurunan permintaan dari hilir menjadi pemicu juga (tampaknya biaya operasional kilang ini sifatnya lebih tetap daripada dinamis ya) https://t.co/dpqybqcijt,nemu terang liat turun minta hilir picu biaya operasional kilang sifat dinamis,negative,,0.42316401330040804
@Pazhan_ @ARSIPAJA analisis ringan: harga bbm sangat stabil spread harganya rendah tp revenue kilang turun banyak artinya ada penurunan volume jual (sesuai dgn data output bbm berikut) indikasi: pangsa pasar turun at least di jabodetabek yg rame saingan spbu swasta. esdm akhirnya pasang badan.. https://t.co/1uPlZVttsY,@pazhan_ @arsipaja analisis ringan: harga bbm sangat stabil spread harganya rendah tp revenue kilang turun banyak artinya ada penurunan volume jual (sesuai dgn data output bbm berikut) indikasi: pangsa pasar turun at least di jabodetabek yg rame saingan spbu swasta. esdm akhirnya pasang badan.. https://t.co/1uplzvttsy,analisis ringan harga bahan bakar minyak stabil spread harga rendah revenue kilang turun turun volume jual sesuai data output bahan bakar minyak indikasi pangsa pasar turun at least jabodetabek rame saing stasiun isi bahan bakar umum swasta energi dan sumber daya mineral pasang badan,positive,,0.42454244760163345
BAZMA Kilang Pertamina Dumai Ukir Senyum Anak-anak Yatim dan Dhuafa Lewat 100 Sepatu https://t.co/PjDn6LqqNe,bazma kilang pertamina dumai ukir senyum anak-anak yatim dan dhuafa lewat 100 sepatu https://t.co/pjdn6lqqne,bazma kilang pertamina dumai ukir senyum anak anak yatim dhuafa sepatu,positive,,0.567287532518172
@theluckiestboy @ARSIPAJA Ya tapi percuma kalau volume jualannya naik tapi cost of sales nya ga terkendali kayak contoh ini (karena cost of sales asumsinya mengikuti volume jualan). Ini p&amp;l memperlihatkan operasionalnya Pertamina kilang belum efisien,@theluckiestboy @arsipaja ya tapi percuma kalau volume jualannya naik tapi cost of sales nya ga terkendali kayak contoh ini (karena cost of sales asumsinya mengikuti volume jualan). ini p&amp;l memperlihatkan operasionalnya pertamina kilang belum efisien,volume jual cost of sales nya kendali kayak contoh cost of sales asumsi ikut volume jual p amp l operasional pertamina kilang efisien,positive,,0.4083519734146136
@Pazhan_ @ARSIPAJA itulah knp esdm ngotot nyuruh shell dkk beli bbm dari pertamina karena cuma kilang pertamina yg masih rugi. dengan menjadi supplier buat ratusan sbpu swasta jelas nambah revenue triliunan dalam setahun buat kilang pertamina. tapi cara mainnya kasar bgt mengorbankan konsumen.,@pazhan_ @arsipaja itulah knp esdm ngotot nyuruh shell dkk beli bbm dari pertamina karena cuma kilang pertamina yg masih rugi. dengan menjadi supplier buat ratusan sbpu swasta jelas nambah revenue triliunan dalam setahun buat kilang pertamina. tapi cara mainnya kasar bgt mengorbankan konsumen.,knp energi dan sumber daya mineral ngotot nyuruh shell dkk beli bahan bakar minyak pertamina kilang pertamina rugi supplier ratus sbpu swasta nambah revenue triliun tahun kilang pertamina main kasar banget korban konsumen,positive,,0.5844959000343158
 Saya sudah minta UMNO Bahagian untuk bantu dapatkan bantuan kepada keluarga ini. Saya sendiri nak berjumpa dengan pelajar ini untuk memujuknya meneruskan pengajian. . - Pengerusi MARA Datuk Dr Asyraf Wajdi Dusuki https://t.co/Ucwn3WU5uE, saya sudah minta umno bahagian untuk bantu dapatkan bantuan kepada keluarga ini. saya sendiri nak berjumpa dengan pelajar ini untuk memujuknya meneruskan pengajian. . - pengerusi mara datuk dr asyraf wajdi dusuki https://t.co/ucwn3wu5ue,umno bahagian bantu dapat bantu keluarga nak jumpa ajar pujuk terus aji pengerusi mara datuk asyraf wajdi dusuki,positive,,0.46007157751740974
Pekan Kota Sarang Semut. Sawah kilang beras &amp; mempelam kedah. https://t.co/odDVKCDOhM via @YouTube,pekan kota sarang semut. sawah kilang beras &amp; mempelam kedah. https://t.co/oddvkcdohm via @youtube,pekan kota sarang semut sawah kilang beras amp mempelam kedah via,positive,,0.424637539584112
@TiaraMuuuu yang diimpor hanya minyak mentah..nanti diolah disini sama kilang swasta..hanya pakai kuota Pertamina aja dan sebelum dikapalkan sepakat mengirimkan surveyor juga untuk memastikan sesuai standar mereka Kuota mereka habis karena diserbu pembeli padahal 110% dari tahun lalu..,@tiaramuuuu yang diimpor hanya minyak mentah..nanti diolah disini sama kilang swasta..hanya pakai kuota pertamina aja dan sebelum dikapalkan sepakat mengirimkan surveyor juga untuk memastikan sesuai standar mereka kuota mereka habis karena diserbu pembeli padahal 110% dari tahun lalu..,impor minyak mentah olah kilang swasta pakai kuota pertamina aja kapal sepakat kirim surveyor sesuai standar kuota habis serbu beli,negative,,0.5988530535833866
Kilang Pertamina Operasikan 4 Tangki Baru di Balongan https://t.co/iadWMta4Br,kilang pertamina operasikan 4 tangki baru di balongan https://t.co/iadwmta4br,kilang pertamina operasi tangki balong,positive,,0.6042599773662253
dapnya supering.. rasa nak kerja kilang supering lah,dapnya supering.. rasa nak kerja kilang supering lah,dap supering nak kerja kilang supering,negative,,0.4954060097103646
Kerja kilang dari dulu sampai la jadi stigma. Kalau orang kerja kilang jadi manager pun masih kena cop kerja kilang je.,kerja kilang dari dulu sampai la jadi stigma. kalau orang kerja kilang jadi manager pun masih kena cop kerja kilang je.,kerja kilang la stigma orang kerja kilang manager kena cop kerja kilang je,negative,,0.4924799149807589
@SyedAkramin Anak² didik dipanggil 'produk'. Ada secret ingredient pulak. Macam kilang makanan ringan je bunyinya. Atau kilang vape?,@syedakramin anak² didik dipanggil 'produk'. ada secret ingredient pulak. macam kilang makanan ringan je bunyinya. atau kilang vape?,anak didik panggil produk secret ingredient pulak kilang makan ringan je bunyi kilang vape,positive,,0.3750771321499594
@Pazhan_ @ARSIPAJA kilang pertamina.,@pazhan_ @arsipaja kilang pertamina.,kilang pertamina,positive,,0.6596346300368297
Produksi Proton Saga MC2 berakhir MC3 dibuat di Tanjong Malim kilang Shah Alam tutup sepenuhnya?: https://t.co/aAwiOFrppd,produksi proton saga mc2 berakhir mc3 dibuat di tanjong malim kilang shah alam tutup sepenuhnya?: https://t.co/aawiofrppd,produksi proton saga mc mc tanjong malim kilang shah alam tutup sepenuh,neutral,,0.4579357676390069
Pengerusi Mara Asyraf Wajdi Dusuki mendedahkan kisah seorang pelajar cemerlang yang terpaksa berhenti belajar dan bekerja di kilang kerana kesempitan hidup. Menurutnya pelajar berkenaan memperoleh keputusan SPM 9A serta CGPA 3.87 di peringkat asasi namun memilih untuk bekerja https://t.co/sc2814PBPz,pengerusi mara asyraf wajdi dusuki mendedahkan kisah seorang pelajar cemerlang yang terpaksa berhenti belajar dan bekerja di kilang kerana kesempitan hidup. menurutnya pelajar berkenaan memperoleh keputusan spm 9a serta cgpa 3.87 di peringkat asasi namun memilih untuk bekerja https://t.co/sc2814pbpz,pengerusi mara asyraf wajdi dusuki dedah kisah ajar cemerlang paksa henti ajar kilang rana sempit hidup turut ajar oleh putus spm a cgpa peringkat asasi pilih,positive,,0.4116298453396024
Malaysia perkenal skim kecederaan lindungi pekerja di luar waktu Pejabat - PM Pengenalan skim itu hasil kesedaran bahawa tekanan kerja tidak terhenti hanya di pintu kilang atau pintu pejabat - PM #SinarHarian #PMX #SkimKecederaan https://t.co/gZO47wAJEL,malaysia perkenal skim kecederaan lindungi pekerja di luar waktu pejabat - pm pengenalan skim itu hasil kesedaran bahawa tekanan kerja tidak terhenti hanya di pintu kilang atau pintu pejabat - pm #sinarharian #pmx #skimkecederaan https://t.co/gzo47wajel,malaysia kenal skim cedera lindung kerja jabat pm kenal skim hasil dar bahawa tekan kerja henti pintu kilang pintu jabat pm sinarharian pmx skimkecederaan,negative,,0.4393736452667424
Akhirnya hujan juga di kilang (even itu hujan badai pun),akhirnya hujan juga di kilang (even itu hujan badai pun),hujan kilang even hujan badai,negative,,0.497137998243265
Asyraf Wajdi dedah pelajar cemerlang SPM kerja kilang kerana miskin https://t.co/VezMtQhlFV,asyraf wajdi dedah pelajar cemerlang spm kerja kilang kerana miskin https://t.co/vezmtqhlfv,asyraf wajdi dedah ajar cemerlang spm kerja kilang rana miskin,negative,,0.4723196565084227
 THMY Holdings bakal raih RM44.6 juta melalui IPO di ACE Market 143.9 juta saham baharu ditawarkan pada harga 31 sen seunit kebanyakannya untuk bina kilang baharu di Batu Kawan Penang. Fokus utama pada sektor automated test solutions &amp; ekspansi pasaran Asia Tenggara., thmy holdings bakal raih rm44.6 juta melalui ipo di ace market 143.9 juta saham baharu ditawarkan pada harga 31 sen seunit kebanyakannya untuk bina kilang baharu di batu kawan penang. fokus utama pada sektor automated test solutions &amp; ekspansi pasaran asia tenggara.,thmy holdings raih rm juta ipo ace market juta saham baharu tawar harga sen unit banyak bina kilang baharu batu kawan nang fokus utama sektor automated test solutions amp ekspansi pasar asia tenggara,positive,,0.3919057964789753
RUSIA DAH JADI EKONOMI PERANG Bloomberg melaporkan yang Rusia kini dah menjadi negara dengan Ekonomi Perang Rusia mula berbelanja sangat besar dalam pertahanan dengan 263 Bilion USD sudah dibelanjakan dalam 2 tahun dari 2022 hingga 2024 Kilang industri pertahanan Rusia sudah https://t.co/DZXO9NlV2J,rusia dah jadi ekonomi perang bloomberg melaporkan yang rusia kini dah menjadi negara dengan ekonomi perang rusia mula berbelanja sangat besar dalam pertahanan dengan 263 bilion usd sudah dibelanjakan dalam 2 tahun dari 2022 hingga 2024 kilang industri pertahanan rusia sudah https://t.co/dzxo9nlv2j,rusia ekonomi perang bloomberg lapor rusia negara ekonomi perang rusia belanja tahan bilion usd belanja kilang industri tahan rusia,negative,,0.4339565346384851
Kenapa kita lebih pilih impor BBM daripada membangun kilang? Bisik mafia lebih nyaring dari logika? #berita #energi #shell #esdm https://t.co/4QOrieDs8P,kenapa kita lebih pilih impor bbm daripada membangun kilang? bisik mafia lebih nyaring dari logika? #berita #energi #shell #esdm https://t.co/4qorieds8p,pilih impor bahan bakar minyak bangun kilang bisik mafia nyaring logika berita energi shell energi dan sumber daya mineral,positive,,0.49183312609840835
MARA tawar bantu pelajar cemerlang berhenti belajar kerana miskin kerja kilang demi sara keluarga #BHNasional MARA tawar bantu pelajar cemerlang berhenti belajar kerana miskin kerja kilang demi sara keluarga. https://t.co/5ASW0QofHN,mara tawar bantu pelajar cemerlang berhenti belajar kerana miskin kerja kilang demi sara keluarga #bhnasional mara tawar bantu pelajar cemerlang berhenti belajar kerana miskin kerja kilang demi sara keluarga. https://t.co/5asw0qofhn,mara tawar bantu ajar cemerlang henti ajar rana miskin kerja kilang sara keluarga bhnasional mara tawar bantu ajar cemerlang henti ajar rana miskin kerja kilang sara keluarga,negative,,0.40787484365458004
Pelajar cemerlang terpaksa berhenti belajar kerja kilang sara keluarga https://t.co/60NJGUd4e4,pelajar cemerlang terpaksa berhenti belajar kerja kilang sara keluarga https://t.co/60njgud4e4,ajar cemerlang paksa henti ajar kerja kilang sara keluarga,negative,,0.40559386402150643
𝟐𝟗 𝐒𝐄𝐏𝐓𝐄𝐌𝐁𝐄𝐑 𝟐𝟎𝟐𝟓: HARGA PANDUAN HARIAN BTS MPOB MENGIKUT WILAYAH (DI PINTU KILANG) https://t.co/kcpZSdHYco,𝟐𝟗 𝐒𝐄𝐏𝐓𝐄𝐌𝐁𝐄𝐑 𝟐𝟎𝟐𝟓: harga panduan harian bts mpob mengikut wilayah (di pintu kilang) https://t.co/kcpzsdhyco, harga pandu hari bts mpob ikut wilayah pintu kilang,neutral,,0.39756455057216217
MARA Bantu Pelajar Cemerlang Berhenti Untuk Kerja Kilang #MGFlash https://t.co/w48ROxMjgE,mara bantu pelajar cemerlang berhenti untuk kerja kilang #mgflash https://t.co/w48roxmjge,mara bantu ajar cemerlang henti kerja kilang mgflash,negative,,0.4092153677791918
MARA Bantu Pelajar Cemerlang Berhenti Untuk Kerja Kilang #MGFlash Majlis Amanah Rakyat MARA akan membantu seorang pelajar cemerlang yang mengambil keputusan berhenti menyambung pelajaran untuk bekerja di kilang akibat kemiskinan. Pengerusi MARA Datuk Dr. Asyraf Wajdi https://t.co/Nsy8PCRvD1,mara bantu pelajar cemerlang berhenti untuk kerja kilang #mgflash majlis amanah rakyat mara akan membantu seorang pelajar cemerlang yang mengambil keputusan berhenti menyambung pelajaran untuk bekerja di kilang akibat kemiskinan. pengerusi mara datuk dr. asyraf wajdi https://t.co/nsy8pcrvd1,mara bantu ajar cemerlang henti kerja kilang mgflash majlis amanah rakyat mara bantu ajar cemerlang ambil putus henti sambung ajar kilang akibat miskin pengerusi mara datuk asyraf wajdi,negative,,0.40872668909058185
 lalu sementara import meningkat hampir tiga kali ganda. Dari segi minyak Malaysia sudah hilang kedudukan sebagai pengeksport bersih. Kini risiko sama menghantui sektor gas dan elektrik. Permintaan melonjak - bukan sekadar rumah dan kilang tetapi juga pusat data AI., lalu sementara import meningkat hampir tiga kali ganda. dari segi minyak malaysia sudah hilang kedudukan sebagai pengeksport bersih. kini risiko sama menghantui sektor gas dan elektrik. permintaan melonjak - bukan sekadar rumah dan kilang tetapi juga pusat data ai.,import tingkat kali ganda segi minyak malaysia hilang duduk pengeksport bersih risiko hantu sektor gas elektrik minta lonjak rumah kilang pusat data ai,positive,,0.4063776181883047
Pengerusi Majlis Amanah Rakyat (MARA) Datuk Dr. Asyraf Wajdi Dusuki memberi jaminan untuk membantu seorang pelajar cemerlang yang terpaksa berhenti belajar dan bekerja di kilang kerana faktor kemiskinan. https://t.co/lM71b9S582 #asyrafwajdi #mara #pelajarcemerlang #mediatelus,pengerusi majlis amanah rakyat (mara) datuk dr. asyraf wajdi dusuki memberi jaminan untuk membantu seorang pelajar cemerlang yang terpaksa berhenti belajar dan bekerja di kilang kerana faktor kemiskinan. https://t.co/lm71b9s582 #asyrafwajdi #mara #pelajarcemerlang #mediatelus,pengerusi majlis amanah rakyat mara datuk asyraf wajdi dusuki jamin bantu ajar cemerlang paksa henti ajar kilang rana faktor miskin asyrafwajdi mara pelajarcemerlang mediatelus,positive,,0.41809932767891694
@nshrffi @pedoqpop Masih FF? 2-3 tahun lepas Lotus's tukar packaging sampai tak tulis nama kilang farm fresh kat Batu Pahat tu.,@nshrffi @pedoqpop masih ff? 2-3 tahun lepas lotus's tukar packaging sampai tak tulis nama kilang farm fresh kat batu pahat tu.,ff lepas lotus s tukar packaging tulis nama kilang farm fresh kat batu pahat tu,positive,,0.4162258260031669
Meh tempat2 kerja kilang sorok jumaat iz realll,meh tempat2 kerja kilang sorok jumaat iz realll,meh kerja kilang sorok jumaat iz real,negative,,0.4333504069276046
kilang pertamina tololllllll udah monopoli masih aja rugi gobloggg. bikin susah konsumen akhirnya karena spbu swasta dibikin wajib beli bbm dari pertamina https://t.co/II49SdWbLN,kilang pertamina tololllllll udah monopoli masih aja rugi gobloggg. bikin susah konsumen akhirnya karena spbu swasta dibikin wajib beli bbm dari pertamina https://t.co/ii49sdwbln,kilang pertamina tolol monopoli aja rugi goblog bikin susah konsumen stasiun isi bahan bakar umum swasta bikin wajib beli bahan bakar minyak pertamina,negative,,0.4263209135752485
@InfoJktCom Enam kilang yang beroperasi memungkinkan Pertamina untuk memproduksi BBM yang cukup untuk memenuhi kebutuhan nasional dan meningkatkan kualitas hidup masyarakat.,@infojktcom enam kilang yang beroperasi memungkinkan pertamina untuk memproduksi bbm yang cukup untuk memenuhi kebutuhan nasional dan meningkatkan kualitas hidup masyarakat.,enam kilang operasi pertamina produksi bahan bakar minyak penuh butuh nasional tingkat kualitas hidup masyarakat,positive,,0.6006314516198369
