full_text,case_folding,preprocessing
@kumparan malaysia itu masih anggota OPEC sehingga masih dapat keuntungan dari kelebihan ekspor minyaknya. Sedangkan kita boro2 ekspor minyak kebutuhan dalam negeri saja hanya bisa terpenuhi separu dari produksi kilang kita sisanya harus impor. Mau untung dari mana? yang ada ya..buntung,@kumparan malaysia itu masih anggota opec sehingga masih dapat keuntungan dari kelebihan ekspor minyaknya. sedangkan kita boro2 ekspor minyak kebutuhan dalam negeri saja hanya bisa terpenuhi separu dari produksi kilang kita sisanya harus impor. mau untung dari mana? yang ada ya..buntung,malaysia anggota opec untung lebih ekspor minyak boro ekspor butuh negeri penuh paru produksi sisa impor untung buntung
Menkeu Purbaya Buka-bukaan Sebut Pertamina Malas-malasan Soal Janji Pembangunan 7 Kilang Minyak https://t.co/Jx7lWAEjIm lewat @YouTube,menkeu purbaya buka-bukaan sebut pertamina malas-malasan soal janji pembangunan 7 kilang minyak https://t.co/jx7lwaejim lewat @youtube,menkeu purbaya buka buka malas malas janji bangun
@salam4jari Ditawari bangun Kilang baru sama Pak Purabaya kaga mau tapi kok masih Impor.,@salam4jari ditawari bangun kilang baru sama pak purabaya kaga mau tapi kok masih impor.,tawar bangun purabaya kaga impor
@jannahseeker99 @salam4jari Pertamina ogah bangun kilang baru. Pak purbayana aj ampe ngatain pertamina pemalas,@jannahseeker99 @salam4jari pertamina ogah bangun kilang baru. pak purbayana aj ampe ngatain pertamina pemalas,ogah bangun purbayana aj ampe ngatain malas
Nyimak!! Harusnya rakyat bisa dapet harga bbm lebih murah andaikan pertamina bekerja lebih efisien tidak maas-malasan tidak korup. Malas bikin kilang maunya impor mungkin biar bisa dikorup dan dioplos. Maunya bisa monopoli baik barang maupun harga. Barangnya dimonopoli https://t.co/GWHY9nL0JX,nyimak!! harusnya rakyat bisa dapet harga bbm lebih murah andaikan pertamina bekerja lebih efisien tidak maas-malasan tidak korup. malas bikin kilang maunya impor mungkin biar bisa dikorup dan dioplos. maunya bisa monopoli baik barang maupun harga. barangnya dimonopoli https://t.co/gwhy9nl0jx,nyimak rakyat dapet harga murah andai efisien maas malas korup malas bikin mau impor biar korup oplos mau monopoli barang harga barang monopoli
Menkeu Koboy Purbaya 'Senggol' Pertamina Sebut Males-malesan hingga Bakar Kilang Minyak! Negara jadi Rugi Besar... Sumber : TV Parlemen #enewsid #dprri #menterikeuangan #purbayayudhisadewa #pertamina https://t.co/l6rZQ2ZUN7,menkeu koboy purbaya 'senggol' pertamina sebut males-malesan hingga bakar kilang minyak! negara jadi rugi besar... sumber : tv parlemen #enewsid #dprri #menterikeuangan #purbayayudhisadewa #pertamina https://t.co/l6rzq2zun7,menkeu koboy purbaya senggol males malesan bakar negara rugi sumber tv parlemen enewsid dprri menterikeuangan purbayayudhisadewa
@profesor_saham Makanya gua yakin dngn adanya 1 pintu impor BBM mentah dari pertamina makin banyak mafia yg bermain di dalamnya Harusnya disini yg berperan ya yg dibawah naungan Kementrian Energi bukan malah Pertamina Dngn bbrp kejadian kebakaran kilang minyak aja udh aneh,@profesor_saham makanya gua yakin dngn adanya 1 pintu impor bbm mentah dari pertamina makin banyak mafia yg bermain di dalamnya harusnya disini yg berperan ya yg dibawah naungan kementrian energi bukan malah pertamina dngn bbrp kejadian kebakaran kilang minyak aja udh aneh,gua dngn pintu impor mentah mafia main dalam peran bawah naung tri energi dngn jadi bakar aja aneh
@ekoajiw @jannahseeker99 @salam4jari kalau mau harusnya cukup atau paling tidak mendekati. coba dilihat rapat menkeu dgn DPR yg membahas kilang pertamina yg cuma rencana aja tanpa realisasi. emang ada korupsi didalam import minyak ini. Jangan mau dibodohi,@ekoajiw @jannahseeker99 @salam4jari kalau mau harusnya cukup atau paling tidak mendekati. coba dilihat rapat menkeu dgn dpr yg membahas kilang pertamina yg cuma rencana aja tanpa realisasi. emang ada korupsi didalam import minyak ini. jangan mau dibodohi,dekat coba rapat menkeu dewan wakil rakyat bahas rencana aja realisasi emang korupsi dalam import bodoh
@PresidenKopi Bikin kilang mahal dan mungkin juga di mark up &amp; dikorupsi dan masih harus diaubsidi Lebih baik beli dari Iran yang harganya ngga sampe Rp. 1000/ltr + ongkir dll 2000/ltr trus dijual aja 10.000/liter negara jelas untung.,@presidenkopi bikin kilang mahal dan mungkin juga di mark up &amp; dikorupsi dan masih harus diaubsidi lebih baik beli dari iran yang harganya ngga sampe rp. 1000/ltr + ongkir dll 2000/ltr trus dijual aja 10.000/liter negara jelas untung.,bikin mahal mark up amp korupsi diaubsidi beli iran harga sampe rp ltr ongkir ltr jual aja liter negara untung
Hlah malah kilang minyaknya sengaja pada dibakarin ,hlah malah kilang minyaknya sengaja pada dibakarin ,hlah minyak sengaja dibakarin
Ayo dukung Agar Indonesia bisa bnyk kilang,ayo dukung agar indonesia bisa bnyk kilang,ayo dukung indonesia bnyk
@aangelicacacia biaya upgrade kilang ga akan mencatat masuk PL karena jatuhnya investasi bukan operasional.,@aangelicacacia biaya upgrade kilang ga akan mencatat masuk pl karena jatuhnya investasi bukan operasional.,biaya upgrade catat masuk pl jatuh investasi operasional
@Pazhan_ Cost of sales naik bukan berarti Pertamina ga efisien. kan ikut harga crude oil &amp; kurs dolar. Malah kalau volume jualan naik biaya per unit bisa makin murah. Denger2 Pertamina jg lg jalanin upgrade kilang (RDMP) biar makin efisien ke depan. Jd ga bisa asal liat angka CoS doang,@pazhan_ cost of sales naik bukan berarti pertamina ga efisien. kan ikut harga crude oil &amp; kurs dolar. malah kalau volume jualan naik biaya per unit bisa makin murah. denger2 pertamina jg lg jalanin upgrade kilang (rdmp) biar makin efisien ke depan. jd ga bisa asal liat angka cos doang,cost of sales efisien harga crude oil amp kurs dolar volume jual biaya unit murah denger lg jalanin upgrade rdmp biar efisien liat angka cos doang
@luckylucky0971 @PaltiHutabarat Indonesia Emas pak Presiden @prabowo Bangun industri otomotif yg kuat bangun industri telekomunikasi bangun industri pesawat tempur bangun industri alat berat bangun kilang kilang minyak yg hebat Tidak usah geleng geleng kepala bingung liat koruptor @BANGSAygSUJUD,@luckylucky0971 @paltihutabarat indonesia emas pak presiden @prabowo bangun industri otomotif yg kuat bangun industri telekomunikasi bangun industri pesawat tempur bangun industri alat berat bangun kilang kilang minyak yg hebat tidak usah geleng geleng kepala bingung liat koruptor @bangsaygsujud,indonesia emas presiden bangun industri otomotif kuat bangun industri telekomunikasi bangun industri pesawat tempur bangun industri alat berat bangun hebat geleng geleng kepala bingung liat koruptor
@MMicen @BosPurwa Dengarkan baik2 kata2 yang dia ucapkan.. Udah jelas fokus dia pertamina yang males2an buat kilang minyak baru.. Cuma fokus 1 kalimat aja tapi konteks yang dibahas kaga tau..,@mmicen @bospurwa dengarkan baik2 kata2 yang dia ucapkan.. udah jelas fokus dia pertamina yang males2an buat kilang minyak baru.. cuma fokus 1 kalimat aja tapi konteks yang dibahas kaga tau..,dengar ucap fokus males an fokus kalimat aja konteks bahas kaga tau
@dhaintly Kalau bikin kilang otomatis gk ada proyek import minyak buat Elite PERTAMINA dong Boss @prabowo @PurbayaYudhi,@dhaintly kalau bikin kilang otomatis gk ada proyek import minyak buat elite pertamina dong boss @prabowo @purbayayudhi,bikin otomatis proyek import elite boss
@zulchaidir73 @LittleScrett_ Kita beli dari Singapura Di kita ga ada kilang baru Semua kilang lama,@zulchaidir73 @littlescrett_ kita beli dari singapura di kita ga ada kilang baru semua kilang lama,beli singapura
Impor BBM Bebani APBN Purbaya Sebut Pertamina Malas Bangun Kilang Minyak Baru https://t.co/aDP7NdJrLB,impor bbm bebani apbn purbaya sebut pertamina malas bangun kilang minyak baru https://t.co/adp7ndjrlb,impor beban apbn purbaya malas bangun
@regar_op0sisi Pertamina jawab bikin kilang kayak jawaban mulyono alias si wiwi sudah tapi belum pusiiing .... ,@regar_op0sisi pertamina jawab bikin kilang kayak jawaban mulyono alias si wiwi sudah tapi belum pusiiing .... ,bikin kayak mulyono alias si wiwi pusing
@dhaintly Kata @pertamina dr pd buat bangun kilang mendingan duitnya di KORUPSI,@dhaintly kata @pertamina dr pd buat bangun kilang mendingan duitnya di korupsi,pd bangun mending duit korupsi
@Dennysiregar7 @pertamina @NasbiHasan Jadi kapan Pertamina akan mulai membangun Kilang.? Coba DPR melakukan rapat dg Menteti BUMN Menteri ESDM dan Pertamina mengapa kilang kilang minyak tidak dibangun apa kendalanya tagih komitmentnya. Kalau import terus pasti banyak mafia yg diuntungkan.,@dennysiregar7 @pertamina @nasbihasan jadi kapan pertamina akan mulai membangun kilang.? coba dpr melakukan rapat dg menteti bumn menteri esdm dan pertamina mengapa kilang kilang minyak tidak dibangun apa kendalanya tagih komitmentnya. kalau import terus pasti banyak mafia yg diuntungkan.,bangun coba dewan wakil rakyat rapat menteti badan usaha milik negara menteri bangun kendala tagih komitmentnya import mafia untung
@KompasTV Gitulah ulah mafia impor n genk oplosan mati2an gak boleh bikin kilang lobi sana sini n pasti byk deal juga logistik yg kluar pasti gede tinggal sumpel dgn sogokan juga pd diem tinggal presidennya aja berani kagak apa cuma omon2 @pra,@kompastv gitulah ulah mafia impor n genk oplosan mati2an gak boleh bikin kilang lobi sana sini n pasti byk deal juga logistik yg kluar pasti gede tinggal sumpel dgn sogokan juga pd diem tinggal presidennya aja berani kagak apa cuma omon2 @pra,gitulah ulah mafia impor n genk oplos mati an bikin lobi n byk deal logistik kluar gede tinggal sumpel sogo pd diem tinggal presiden aja berani kagak omon
@DS_yantie @desmodromici1 @NasbiHasan harus membangun kilang minyak ! Secepatnya !! ,@ds_yantie @desmodromici1 @nasbihasan harus membangun kilang minyak ! secepatnya !! ,bangun cepat
@Boediantar4 Kalau punya kilang sendiri takut ga ada celah korupsi betul gitukan @pertamina ?,@boediantar4 kalau punya kilang sendiri takut ga ada celah korupsi betul gitukan @pertamina ?,takut celah korupsi gitukan
Kilang dibakar... tegas,kilang dibakar... tegas,bakar
@regar_op0sisi Sudah dari zaman orba ga ada kilang. Pada waktu itu Indonesia negara penghasil minyak bumi. Gabung dalam OPEC. Penghasil minyak malah tidak di proses. Jual minyak mentah impor bensin solar dll alasannya adaaa saja....,@regar_op0sisi sudah dari zaman orba ga ada kilang. pada waktu itu indonesia negara penghasil minyak bumi. gabung dalam opec. penghasil minyak malah tidak di proses. jual minyak mentah impor bensin solar dll alasannya adaaa saja....,zaman orba indonesia negara hasil bumi gabung opec hasil proses jual mentah impor bensin solar alas
@profesor_saham Lebih tepat nya revitalisasi sih yah... Kalau pembangunan kan umum nya ngebangun dr awal. Nah yg dilakukan pertamina saat ini adalah penggantian alat / teknologi lama dengan yg baru serta penambahan kapasitas produksi. Kilang yg di tuban terkendala biaya ,@profesor_saham lebih tepat nya revitalisasi sih yah... kalau pembangunan kan umum nya ngebangun dr awal. nah yg dilakukan pertamina saat ini adalah penggantian alat / teknologi lama dengan yg baru serta penambahan kapasitas produksi. kilang yg di tuban terkendala biaya ,nya revitalisasi sih yah bangun nya ngebangun ganti alat teknologi tambah kapasitas produksi tuban kendala biaya
@dhaintly kuatir Pak Menteri diapakan orang. Sistem kerja Pertamina ini terlihat tidak logis lebih mirip konsensus mafia BBM yang meregulasi dan menguasai penjualan BBM kepada rakyat dan Perusahaan di Indonesia sebagai pasar besar yg dipaksa. Kilang cm dibakar sbg contoh. @BosPurwa,@dhaintly kuatir pak menteri diapakan orang. sistem kerja pertamina ini terlihat tidak logis lebih mirip konsensus mafia bbm yang meregulasi dan menguasai penjualan bbm kepada rakyat dan perusahaan di indonesia sebagai pasar besar yg dipaksa. kilang cm dibakar sbg contoh. @bospurwa,kuatir menteri apa orang sistem kerja logis konsensus mafia regulasi kuasa jual rakyat usaha indonesia pasar paksa cm bakar contoh
@mas_veel Kalo pertamina malas bikin kilang lha kapan impor bisa berhenti... kapan bbm murah kelas rakyat,@mas_veel kalo pertamina malas bikin kilang lha kapan impor bisa berhenti... kapan bbm murah kelas rakyat,malas bikin lha impor henti murah kelas rakyat
Setelah pak koboi ngomongin impor bbm mulai rada mikir klo dia emg tugasnya lempar isu. Mana dikaitkan sm bangun kilang yg notabene nyalahin operatornya males. Tanya noh sm mafia selesain kasus riza biar jelas semua.,setelah pak koboi ngomongin impor bbm mulai rada mikir klo dia emg tugasnya lempar isu. mana dikaitkan sm bangun kilang yg notabene nyalahin operatornya males. tanya noh sm mafia selesain kasus riza biar jelas semua.,koboi ngomongin impor rada mikir emg tugas lempar isu kait bangun notabene nyalahin operator males noh mafia selesain riza biar
Bukan malas tapi emang mereka maunya import biar dapet fee klo bangun kilang mereka gak bisa import ya gak dapat fee gitu pak.,bukan malas tapi emang mereka maunya import biar dapet fee klo bangun kilang mereka gak bisa import ya gak dapat fee gitu pak.,malas emang mau import biar dapet fee bangun import fee gitu
@dhaintly Issu ini dr dulu udah jadi bahan debat capres tapi koq gak ada presiden yg berani bikin kilang minyak ya? Siapa sih yg diuntungkan dgn beli mintak dr Singapura?,@dhaintly issu ini dr dulu udah jadi bahan debat capres tapi koq gak ada presiden yg berani bikin kilang minyak ya? siapa sih yg diuntungkan dgn beli mintak dr singapura?,issu bahan debat capres koq presiden berani bikin sih untung beli mintak singapura
Ayuh bangun kerja Rumah dekat dgn kilang bangun lepak2 santai mandi 5.40 gerak masjid pas subuh baru g kerja alhamdulillah Semua allah mudahkan,ayuh bangun kerja rumah dekat dgn kilang bangun lepak2 santai mandi 5.40 gerak masjid pas subuh baru g kerja alhamdulillah semua allah mudahkan,ayuh bangun kerja rumah bangun lepak santai mandi gerak masjid pas subuh g kerja alhamdulillah allah mudah
@Dennysiregar7 @pertamina @NasbiHasan Daripada bangun kilang mending import lah lumayan fee nya,@dennysiregar7 @pertamina @nasbihasan daripada bangun kilang mending import lah lumayan fee nya,bangun mending import lumayan fee nya
Pak @Ronnie_Rusli Purbaya bilang bukan kita ngak bisa bikin kilang tapi Pertamina malas-malasan ,pak @ronnie_rusli purbaya bilang bukan kita ngak bisa bikin kilang tapi pertamina malas-malasan ,purbaya bilang ngak bikin malas malas
@regar_op0sisi Rencana bangun kilang itu sudah sejak jaman Mojopahit gak pernah terlaksana. Begundal bisnis rente dan mafia migas itu penjajah bangsa sendiri. Yang ada di otak mereka cuan mana ada mikir kemandirian bangsa. Ndlogok,@regar_op0sisi rencana bangun kilang itu sudah sejak jaman mojopahit gak pernah terlaksana. begundal bisnis rente dan mafia migas itu penjajah bangsa sendiri. yang ada di otak mereka cuan mana ada mikir kemandirian bangsa. ndlogok,rencana bangun jaman mojopahit laksana begundal bisnis rente mafia migas jajah bangsa otak cuan mikir mandiri bangsa ndlogok
@dhaintly nih produksi kilang pertamina bukannya naik malah turun https://t.co/UeS633b83T,@dhaintly nih produksi kilang pertamina bukannya naik malah turun https://t.co/ues633b83t,nih produksi turun
@profesor_saham Hah gila banget kalo sampe bakar kilang. Bener-bener negeri bandit,@profesor_saham hah gila banget kalo sampe bakar kilang. bener-bener negeri bandit,hah gila banget sampe bakar bener bener negeri bandit
@dhaintly Kilangnya dibakar??? Wahhh berarti bener nih dugaan kalo kilang terbakar itu dari kmrn2 semuanya karena faktor kesengajaan untuk dibakar. Ga paham alasan dibakarnya sama pertamina karena apa.......,@dhaintly kilangnya dibakar??? wahhh berarti bener nih dugaan kalo kilang terbakar itu dari kmrn2 semuanya karena faktor kesengajaan untuk dibakar. ga paham alasan dibakarnya sama pertamina karena apa.......,kilang bakar bener nih duga bakar kemarin faktor sengaja bakar paham alas bakar
@CakKhum Da mah yaaaaa harusnya mah ga usah buru2 bangun IKN mending mikirin bangun kilang minyak di Indo. ,@cakkhum da mah yaaaaa harusnya mah ga usah buru2 bangun ikn mending mikirin bangun kilang minyak di indo. ,da mah mah buru bangun ikn mending mikirin bangun indo
Seharusnya dari dulu udah bikin kilang minyak yang banyak.. negara kita sibuk mau korupsi makanya ga mikir Bagun kilang minyak itu,seharusnya dari dulu udah bikin kilang minyak yang banyak.. negara kita sibuk mau korupsi makanya ga mikir bagun kilang minyak itu,bikin negara sibuk korupsi mikir bagun
@SUARAKRISTEN1 @PresidenKopi Menurut sumber terbaru (2025) Managing Director Pertamina International Marketing &amp; Distribution Pte Ltd (PIMD) di Singapura adalah Aditya Budi Prabowo. Sumber: Kilang Pertamina Internasional dan Indonesia Business Post.,@suarakristen1 @presidenkopi menurut sumber terbaru (2025) managing director pertamina international marketing &amp; distribution pte ltd (pimd) di singapura adalah aditya budi prabowo. sumber: kilang pertamina internasional dan indonesia business post.,sumber baru managing director international marketing amp distribution pte ltd pimd singapura aditya budi prabowo sumber internasional indonesia business post
@dhaintly Kilang2 besar di singapura itu dibangun dgn perencanaan memasarkan hasilnya di Indonesia dan utk itu pulalah mafia migas bekerja. Mana mereka rela indonesia bangun kilang baru,@dhaintly kilang2 besar di singapura itu dibangun dgn perencanaan memasarkan hasilnya di indonesia dan utk itu pulalah mafia migas bekerja. mana mereka rela indonesia bangun kilang baru,kilang singapura bangun rencana pasar hasil indonesia pula mafia migas rela indonesia bangun
@Aku_Khusus69 @BosPurwa Ia betul banget.. Yg di bahas hal2 yg di sukai publik aja bg.. Yg khusus kebakaran kilang yg sudah di liput berita.. Pertamina harusnya udh untung ratusan triliun setiap tahun nya.. ,@aku_khusus69 @bospurwa ia betul banget.. yg di bahas hal2 yg di sukai publik aja bg.. yg khusus kebakaran kilang yg sudah di liput berita.. pertamina harusnya udh untung ratusan triliun setiap tahun nya.. ,banget bahas suka publik aja bg khusus bakar liput berita untung ratus triliun nya
@mestasih @BosPurwa Emang yang di korupsi itu apa? kamu kira korupsi itu yg diambil daun kelor? Yg dia bahas itu soal KILANG YG DI BAKAR coy Orang rendah informasi yg gak tau kalau yg dibakar untuk menutupi hasil korupsi Padahal kilang yg di bakar kilang kosong yg tak terpakai lagi bukan berisi,@mestasih @bospurwa emang yang di korupsi itu apa? kamu kira korupsi itu yg diambil daun kelor? yg dia bahas itu soal kilang yg di bakar coy orang rendah informasi yg gak tau kalau yg dibakar untuk menutupi hasil korupsi padahal kilang yg di bakar kilang kosong yg tak terpakai lagi bukan berisi,emang korupsi korupsi ambil daun kelor bahas bakar coy orang rendah informasi tau bakar tutup hasil korupsi bakar kosong pakai isi
@dhaintly Kucurkan anggaran untuk 10 kilang. Pakai dana MBG. Selesai tuh barang,@dhaintly kucurkan anggaran untuk 10 kilang. pakai dana mbg. selesai tuh barang,kucur anggar pakai dana mbg selesai tuh barang
Di rapat bersama DPR Menkeu Purbaya Yudhi Sadewa blak-blakan soal kinerja Pertamina! Katanya mereka males-malesan bangun kilang minyak yang penting buat produksi energi nasional! Ada apa nih sama Pertamina? #Pertamina #Menkeu #RDPDPR #BeritaHariIni #KilangMinyak https://t.co/py3TRJ0kCp,di rapat bersama dpr menkeu purbaya yudhi sadewa blak-blakan soal kinerja pertamina! katanya mereka males-malesan bangun kilang minyak yang penting buat produksi energi nasional! ada apa nih sama pertamina? #pertamina #menkeu #rdpdpr #beritahariini #kilangminyak https://t.co/py3trj0kcp,rapat dewan wakil rakyat menkeu purbaya yudhi sadewa blak blakan kerja males malesan bangun produksi energi nasional nih menkeu rdpdpr beritahariini kilangminyak
@RoyMTheFlame @abdillahaghi @Zeent29 @tempodotco Import jadi. Gak ada yg nge blend di sini. Cuma sewa kilang untuk stok.,@roymtheflame @abdillahaghi @zeent29 @tempodotco import jadi. gak ada yg nge blend di sini. cuma sewa kilang untuk stok.,import nge blend sewa stok
@BosPurwa Bikin kilang juga tidak otomatis ngurangin import karena produksi dalam negeri jauh dibawah kebutuhan konsumsi BBM paling memindahkan import dari crude ke produk jad kelihatannya jauh lebih penting memperbaiki proses bisnis baik di hulu maupun hilir,@bospurwa bikin kilang juga tidak otomatis ngurangin import karena produksi dalam negeri jauh dibawah kebutuhan konsumsi bbm paling memindahkan import dari crude ke produk jad kelihatannya jauh lebih penting memperbaiki proses bisnis baik di hulu maupun hilir,bikin otomatis ngurangin import produksi negeri bawah butuh konsumsi pindah import crude produk jad baik proses bisnis hulu hilir
Yaudah ayo bangun kilang tapi pada mau make produknya ga? Ya tergantung produknya... huhu Dan tergantung orang2nya plss jangan korupsi lg ,yaudah ayo bangun kilang tapi pada mau make produknya ga? ya tergantung produknya... huhu dan tergantung orang2nya plss jangan korupsi lg ,yaudah ayo bangun make produk gantung produk huhu gantung orang nya plss korupsi lg
Bukan males... Punya kilang GAK BISA MBAJING,bukan males... punya kilang gak bisa mbajing,males mbajing
@dhaintly Bukan males tapi ga bisa maen entar klo punya kilang sendiri mah wkwkkwkkw,@dhaintly bukan males tapi ga bisa maen entar klo punya kilang sendiri mah wkwkkwkkw,males maen entar mah wkwkkwkkw
Gue gatau ya akhirnya gmn kan jaman alm om ujang ngejabat gue masih balita jaman gus dur kan ️ Ngahahahah tau2 si pak pur ngomongin kilang juga ,gue gatau ya akhirnya gmn kan jaman alm om ujang ngejabat gue masih balita jaman gus dur kan ️ ngahahahah tau2 si pak pur ngomongin kilang juga ,gatau jaman alm om ujang ngejabat balita jaman gus dur ngahahahah tau si pur ngomongin
Belum lama ini bahas sama ayah. Pas alm om ujang masih jadi menko trs ribut perihal kilang minyak wkwkwk om ujang ga mau kalo kilang minyaknya dibikin di laut krn costnya lebih besar dan toh hrs bolak balik ke darat beliau berpendapat mending di darat aja tapi deket laut ,belum lama ini bahas sama ayah. pas alm om ujang masih jadi menko trs ribut perihal kilang minyak wkwkwk om ujang ga mau kalo kilang minyaknya dibikin di laut krn costnya lebih besar dan toh hrs bolak balik ke darat beliau berpendapat mending di darat aja tapi deket laut ,bahas ayah pas alm om ujang menko ribut perihal om ujang minyak bikin laut costnya hrs bolak darat beliau dapat mending darat aja deket laut
@dhaintly Bukan males tpi klo punya kilang sendiri ntar megaproyek IMPOR tumbang wkwkwk,@dhaintly bukan males tpi klo punya kilang sendiri ntar megaproyek impor tumbang wkwkwk,males tpi ntar megaproyek impor tumbang
@belajarcuriga @profesor_saham Berdasarkan penelusuran kebakaran kilang Pertamina seperti di Cilacap (Feb 2025) Balikpapan dan Balongan resmi disebabkan faktor teknis seperti petir kebocoran atau korosi. Namun ada dugaan kesengajaan dari pengamat dan pejabat seperti Bahlil Lahadalia serta Ahok untuk,@belajarcuriga @profesor_saham berdasarkan penelusuran kebakaran kilang pertamina seperti di cilacap (feb 2025) balikpapan dan balongan resmi disebabkan faktor teknis seperti petir kebocoran atau korosi. namun ada dugaan kesengajaan dari pengamat dan pejabat seperti bahlil lahadalia serta ahok untuk,dasar telusur bakar cilacap feb balikpapan balong resmi sebab faktor teknis petir bocor korosi duga sengaja amat jabat bahlil lahadalia ahok
@sarah_pndjtn Ahok sendiri pernah bilang setiap mau buat kilang pasti ada kilang yg terbakar. Mafianya ngalahin pemerintah,@sarah_pndjtn ahok sendiri pernah bilang setiap mau buat kilang pasti ada kilang yg terbakar. mafianya ngalahin pemerintah,ahok bilang bakar mafia ngalahin perintah
@dhaintly Kilang atau pengolahan pak? Bukankah selama ini kita ekspor minyak mentah lalu impor bbm ready use?,@dhaintly kilang atau pengolahan pak? bukankah selama ini kita ekspor minyak mentah lalu impor bbm ready use?,olah ekspor mentah impor ready use
@dhaintly Kilang minyak and peti frozen buat nelayan tuh bangun,@dhaintly kilang minyak and peti frozen buat nelayan tuh bangun,and peti frozen nelayan tuh bangun
@kurawa @sarah_pndjtn Dari tahun 2018 ngasih target 7 kilang baru dalam 5 tahun baru terealisasi 1 setelah 7 tahun om? @kurawa,@kurawa @sarah_pndjtn dari tahun 2018 ngasih target 7 kilang baru dalam 5 tahun baru terealisasi 1 setelah 7 tahun om? @kurawa,ngasih target realisasi om
@BosPurwa Begini aja udah cuan buat kantong pribadi ngapain cari perkara bikin kilang segala.,@bospurwa begini aja udah cuan buat kantong pribadi ngapain cari perkara bikin kilang segala.,aja cuan kantong pribadi ngapain cari perkara bikin
Purbaya Sarankan Pertamina Bangun Kilang Baru demi Kurangi Impor https://t.co/tlfCPMt75W,purbaya sarankan pertamina bangun kilang baru demi kurangi impor https://t.co/tlfcpmt75w,purbaya saran bangun kurang impor
@regar_op0sisi Kilang byk di negeri ini tujuannya cuma cari selisih harga jual beli itulah yg mrk pertahankan.. Memang negeri ini mau dihancurkan sejak era jokowi berkuasa.,@regar_op0sisi kilang byk di negeri ini tujuannya cuma cari selisih harga jual beli itulah yg mrk pertahankan.. memang negeri ini mau dihancurkan sejak era jokowi berkuasa.,byk negeri tuju cari selisih harga jual beli mrk tahan negeri hancur era jokowi kuasa
@BosPurwa Kalau ada kilang kan ga bisa import import 500perak/liter lumayan bisa triliunan kan?,@bospurwa kalau ada kilang kan ga bisa import import 500perak/liter lumayan bisa triliunan kan?,import import perak liter lumayan triliun
Di daerah aku aja kilang minyak swasta yg ada,di daerah aku aja kilang minyak swasta yg ada,daerah aja swasta
SAAAY IT LOOOUDER Kayak?! Kenapa malah nyalahin *trust issue masyarakat krn sempet ada kasus oplos* Berbenah lah. Malas not only soal kilang minyak jg KUALITAS bensinnya. Bilang merugi tp dibalik itu pertahanin project impor. Ya apa kalo bukan lahan basah &amp; dioplos lg,saaay it looouder kayak?! kenapa malah nyalahin *trust issue masyarakat krn sempet ada kasus oplos* berbenah lah. malas not only soal kilang minyak jg kualitas bensinnya. bilang merugi tp dibalik itu pertahanin project impor. ya apa kalo bukan lahan basah &amp; dioplos lg,say it louder kayak nyalahin trust issue masyarakat sempet oplos benah malas not only kualitas bensin bilang rugi balik pertahanin project impor lahan basah amp oplos lg
Fokus pada keterangan Menteri Purbaya: ....yang ada malah beberapa dibakar kan? Apa kejadian beberapa kilang yang pernah terjadi beberapa waktu lalu terbakar itu dibakar ? Kalau benar wajib diselidiki https://t.co/lLy8PfXpBM,fokus pada keterangan menteri purbaya: ....yang ada malah beberapa dibakar kan? apa kejadian beberapa kilang yang pernah terjadi beberapa waktu lalu terbakar itu dibakar ? kalau benar wajib diselidiki https://t.co/lly8pfxpbm,fokus terang menteri purbaya bakar jadi bakar bakar wajib selidik
@tanyarlfes dua ini terlalu berat di oily skin. ak pernah pake dua itu. bikin kilang minyak. tp temenku yg dry skin oke2 aja. sbnrnya bisa aja cocok tp emg finishnya begitu ato emg ga cocok akibatnya gitu. kl kulitmu gk bermasalah entah jerawat dsb kemungkinan cocok,@tanyarlfes dua ini terlalu berat di oily skin. ak pernah pake dua itu. bikin kilang minyak. tp temenku yg dry skin oke2 aja. sbnrnya bisa aja cocok tp emg finishnya begitu ato emg ga cocok akibatnya gitu. kl kulitmu gk bermasalah entah jerawat dsb kemungkinan cocok,berat oily skin ak pake bikin temenku dry skin aja sbnrnya aja cocok emg finishnya ato emg cocok akibat gitu kulit masalah jerawat cocok
@CakKhum Jadi yg bakar kilang pertamina sendiri pak? wah keceplosan ini,@cakkhum jadi yg bakar kilang pertamina sendiri pak? wah keceplosan ini,bakar ceplos
@dhaintly Lemes sekali bibir bapak. Kilang minyaknya 'dibakar' Kalem kalem pak...,@dhaintly lemes sekali bibir bapak. kilang minyaknya 'dibakar' kalem kalem pak...,lemes bibir minyak bakar kalem kalem
2018 Mereka Janji akan Membangun 7 Kilang Baru sampe sekarang blum jadi,2018 mereka janji akan membangun 7 kilang baru sampe sekarang blum jadi,janji bangun sampe blum
@dhaintly nanti jg melemah dan tdk menggebu lagi bikin kilang klo mulai menyentuh mafia minyak yg sdh menggurita sejak jaman ibnu sutowo dan bingung mulai darimana,@dhaintly nanti jg melemah dan tdk menggebu lagi bikin kilang klo mulai menyentuh mafia minyak yg sdh menggurita sejak jaman ibnu sutowo dan bingung mulai darimana,lemah gebu bikin sentuh mafia gurita jaman ibnu sutowo bingung darimana
